last_name, first_name,player_id,year,z_swing_percent,z_swing_miss_percent,oz_swing_percent,oz_swing_miss_percent,oz_contact_percent,out_zone_swing_miss,out_zone_swing,out_zone_percent,out_zone,iz_contact_percent,in_zone_swing_miss,in_zone_swing,in_zone_percent,in_zone,
Puig, Yasiel,624577,2016,74.8,20.1,30.2,47.2,52.3,94,199,51.1,660,79.7,95,472,48.9,631,
Soler, Jorge,624585,2016,69.3,24.3,24,52.6,47.4,72,137,53.4,570,75.7,84,345,46.6,498,
Lopez, Reynaldo,625643,2016,69.2,44.4,40,66.7,16.7,4,6,36.6,15,50,8,18,63.4,26,
Maeda, Kenta,628317,2016,67.3,15.8,48.5,32.7,65.3,16,49,47.2,101,77.6,12,76,52.8,113,
Heredia, Guillermo,628338,2016,60.4,10.3,16.5,30.3,69.7,10,33,47.1,200,88.2,14,136,52.9,225,
Kang, Jung Ho,628356,2016,57.8,17.6,22.5,40.4,59.6,67,166,48.5,738,82.4,80,454,51.5,785,
Iglesias, Raisel,628452,2016,52.9,0,35.7,20,60,1,5,45.2,14,100,0,9,54.8,17,
Urias, Julio,628711,2016,61.9,26.9,64.5,50,45,10,20,42.5,31,61.5,7,26,57.5,42,
Tomas, Yasmany,630111,2016,79.8,20.5,40,46.6,53.4,205,440,55.8,1100,79.5,143,696,44.2,872,
Pinder, Chad,640461,2016,72,20.8,31.7,50,46.9,16,32,48.6,101,79.2,16,77,51.4,107,
Shipley, Braden,640463,2016,55.9,18.2,21.4,55.6,44.4,5,9,41.6,42,81.8,6,33,58.4,59,
Anderson, Tim,641313,2016,67.7,20.9,33.5,49.8,48.7,133,267,49.9,797,78.7,113,541,50.1,799,
Asuaje, Carlos,641319,2016,63.5,21.2,22.5,22.2,77.8,2,9,43.5,40,78.8,7,33,56.5,52,
Dozier, Hunter,641531,2016,70,14.3,34.8,37.5,62.5,6,16,53.5,46,85.7,4,28,46.5,40,
Kuhl, Chad,641771,2016,60.7,16.2,34.1,40,40,6,15,41.9,44,75.7,6,37,58.1,61,
Mancini III, Trey,641820,2016,58.3,35.7,51.6,50,50,8,16,56.4,31,64.3,5,14,43.6,24,
Patterson, Jordan,641958,2016,73.5,4,40.7,36.4,63.6,4,11,44.3,27,96,1,25,55.7,34,
Reed, Cody,642003,2016,50,38.5,38.1,50,50,4,8,44.7,21,61.5,5,13,55.3,26,
Valaika, Pat,642162,2016,64.1,12,41.2,57.1,42.9,8,14,46.6,34,88,3,25,53.4,39,
Benintendi, Andrew,643217,2016,61,17.6,23.2,28.8,69.2,15,52,47.2,224,81.7,27,153,52.8,251,
Godley, Zack,643327,2016,62.5,32,37.8,78.6,21.4,11,14,48.1,37,68,8,25,51.9,40,
Kemp, Tony,643393,2016,65.4,11.3,25.7,23.1,75.4,15,65,51,253,88.7,18,159,49,243,
White, Tyler,643603,2016,56.9,16.7,30.8,35.7,63.8,70,196,54.2,636,83.3,51,306,45.8,538,
Diaz, Aledmys,649557,2016,67,10.2,25.2,35.4,63.8,81,229,52.2,910,88.4,57,559,47.8,834,
Moncada, Yoan,660162,2016,56.1,43.5,15.2,85.7,14.3,6,7,52.9,46,56.5,10,23,47.1,41,
Park, ByungHo,666560,2016,67.6,27.3,24.5,57.4,42.6,74,129,50.5,526,72.7,95,348,49.5,515,
Colon, Bartolo,112526,2017,57.6,36.8,58.1,38.9,50,7,18,48.4,31,52.6,7,19,51.6,33,
Beltre, Adrian,134181,2017,66.9,13.4,29.4,28.9,71.1,72,249,53.8,847,86.6,65,486,46.2,726,
Beltran, Carlos,136860,2017,66.5,10.8,32.4,35,64.7,119,340,54.6,1051,89.2,63,581,45.4,874,
Werth, Jayson,150029,2017,56.6,14.7,20.3,42.7,57.3,56,131,49.8,645,85.3,54,368,50.2,650,
Arroyo, Bronson,276520,2017,56.9,13.8,37.5,50,41.7,6,12,38.6,32,69,4,29,61.4,51,
Dickey, R.A.,285079,2017,78.4,7.5,70.9,17.9,71.8,14,78,51.9,110,83.8,6,80,48.1,102,
Suzuki, Ichiro,400085,2017,61.9,12.9,27.4,30.3,67.9,33,109,46.2,398,85.7,37,287,53.8,464,
Martinez, Victor,400121,2017,68,12.1,25.9,26.9,73.1,57,212,51.3,819,87.7,64,530,48.7,779,
Utley, Chase,400284,2017,58.1,9.9,18.1,28.2,71.8,33,117,48.8,648,89.6,39,395,51.2,680,
Pujols, Albert,405395,2017,64.2,12.1,32.1,36.1,63.9,150,416,52.6,1296,87.9,91,750,47.4,1168,
Lackey, John,407793,2017,58.4,19.2,29.7,74.1,22.2,20,27,42.1,91,78.1,14,73,57.9,125,
Holliday, Matt,407812,2017,65.7,19.5,25.5,49.4,50.6,116,235,53.9,922,80.5,101,519,46.1,790,
Mauer, Joe,408045,2017,53.6,8.7,19.1,24.6,75,60,244,49.3,1276,90.9,61,703,50.7,1311,
Cabrera, Miguel,408234,2017,72.8,15.9,30.5,37.6,62.4,120,319,52.7,1047,84.1,109,685,47.3,941,
Gonzalez, Adrian,408236,2017,74.6,16.8,28.6,42.5,57.5,57,134,52.6,468,83.2,53,315,47.4,422,
Phillips, Brandon,408252,2017,75.7,12.9,39.2,31.7,68.1,139,439,53.7,1120,86.9,94,731,46.3,966,
Reyes, Jose,408314,2017,62.8,11.9,29.5,28.6,71.1,92,322,53,1091,87.6,72,607,47,966,
Peralta, Jhonny,425509,2017,69.5,5.5,31.2,55.9,44.1,19,34,50.9,109,94.5,4,73,49.1,105,
Mathis, Jeff,425772,2017,70.6,24.5,30.3,56.6,41.4,56,99,45.4,327,74.5,68,278,54.6,394,
Choo, Shin-Soo,425783,2017,63.6,16.9,20.6,41.4,57.5,108,261,49.9,1269,82.2,137,809,50.1,1273,
Rivera, Rene,425784,2017,72.4,25.2,37.5,50,50,80,160,49,427,74.5,81,322,51,445,
Wainwright, Adam,425794,2017,81.5,18.2,40.3,65.5,27.6,19,29,47.1,72,72.7,12,66,52.9,81,
Greinke, Zack,425844,2017,64.7,23.9,32.4,28.3,69.6,13,46,51.1,142,75,21,88,48.9,136,
Molina, Yadier,425877,2017,71,14.9,33.3,28.7,71.3,89,310,48,932,84.7,107,717,52,1010,
Cano, Robinson,429664,2017,74,11.6,30.9,32.1,67.9,115,358,51.2,1157,88.4,95,817,48.8,1104,
Encarnacion, Edwin,429665,2017,67.8,19.5,20.9,42.3,57.4,134,317,52.9,1518,80.5,178,914,47.1,1349,
Hardy, J.J.,429666,2017,51.9,12.8,24.1,33,67,37,112,46.1,464,87.2,36,282,53.9,543,
Gutierrez, Franklin,429711,2017,62.9,23.1,29.5,53.7,46.3,22,41,52.9,139,76.9,18,78,47.1,124,
Jackson, Edwin,429719,2017,56.4,38.7,42.3,45.5,45.5,5,11,32.1,26,51.6,12,31,67.9,55,
Santana, Ervin,429722,2017,70.6,25,44.4,75,25,3,4,34.6,9,66.7,3,12,65.4,17,
Weeks Jr., Rickie,430001,2017,66.8,40.1,22.8,61.8,38.2,34,55,52.3,241,59.9,59,147,47.7,220,
Raburn, Ryan,430605,2017,67.2,25.6,29.8,43.6,56.4,17,39,49.4,131,74.4,23,90,50.6,134,
Bautista, Jose,430832,2017,62.9,21.8,22.7,44.2,55.8,159,360,54.4,1585,78.1,182,836,45.6,1329,
Cain, Matt,430912,2017,70.1,38.3,49.1,46.4,42.9,13,28,46,57,59.6,18,47,54,67,
Jones, Adam,430945,2017,79.6,15.2,41.8,38.7,61.2,201,520,55.8,1244,84.3,119,783,44.2,984,
Aybar, Erick,430947,2017,66.7,8.5,30.3,31.9,66.2,67,210,51.6,694,91.5,37,434,48.4,651,
Hill, Aaron,431094,2017,58.7,8.2,21.7,38.9,61.1,14,36,49.8,166,90.8,8,98,50.2,167,
Martin, Russell,431145,2017,61.3,19.2,16.5,43.5,55.7,50,115,47.4,697,80.6,91,475,52.6,775,
Blanco, Andres,433217,2017,74.4,20.9,30.5,55,45,44,80,47.5,262,78.6,45,215,52.5,289,
Granderson, Curtis,434158,2017,58.7,13,19.7,37.4,62.2,89,238,52,1211,86.6,85,656,48,1118,
Ruiz, Carlos,434563,2017,54.2,14.4,17.2,41.2,56.9,21,51,47.2,297,85.6,26,180,52.8,332,
Soto, Geovany,434567,2017,68.5,22.2,17.7,58.8,41.2,10,17,51.1,96,77.8,14,63,48.9,92,
Morse, Michael,434604,2017,83.6,29.5,36.4,39.3,60.7,11,28,51.3,77,70.5,18,61,48.7,73,
Davis, Rajai,434658,2017,71.7,17,30.1,42.1,56.9,83,197,50.5,654,82.1,78,459,49.5,640,
Ramirez, Hanley,434670,2017,71.8,16.6,27.9,45.3,54.7,139,307,53.7,1099,83.4,113,679,46.3,946,
Morales, Kendrys,434778,2017,71.5,22.1,32.2,40.5,59.5,166,410,55.6,1274,77.9,161,727,44.4,1017,
Kendrick III, Howie,435062,2017,64.5,16.5,31.7,32.8,67.2,66,201,49.5,635,82.8,69,418,50.5,648,
Napoli, Mike,435063,2017,61.7,28.1,25.3,48.7,51.3,134,275,51.2,1087,71.9,180,640,48.8,1037,
Kinsler, Ian,435079,2017,63.8,10.4,25.1,29.1,70.3,86,296,50.3,1178,89.5,77,743,49.7,1165,
McCarthy, Brandon,435221,2017,46.6,22.2,21.8,41.7,33.3,5,12,48.7,55,66.7,6,27,51.3,58,
McCann, Brian,435263,2017,62.9,11.3,27.3,27.6,72.4,66,239,55.5,877,88,50,442,44.5,703,
Walker, Neil,435522,2017,62.5,14.6,23.8,34.6,65.4,74,214,53.2,898,85.4,72,494,46.8,790,
Suzuki, Kurt,435559,2017,71.5,11.2,37.2,27.3,72.3,60,220,54.3,592,88.8,40,357,45.7,499,
Desmond, Ian,435622,2017,68.1,20,26.2,46.9,53.1,83,177,49.7,675,80,93,466,50.3,684,
Cruz Jr., Nelson,443558,2017,70.1,21.9,27.9,49.6,50.4,183,369,54.5,1321,78.1,169,773,45.5,1102,
Jaso, John,444379,2017,72.3,20.2,19.6,43.2,56,54,125,51.1,638,79.6,89,441,48.9,610,
Trumbo, Mark,444432,2017,71.8,21.6,31.5,45.9,54.1,179,390,54.9,1237,78.4,158,731,45.1,1018,
Peralta, David,444482,2017,70.2,14.4,29.1,38.1,61.6,122,320,52.3,1099,85.6,101,703,47.7,1001,
Pina, Manny,444489,2017,71.1,16.6,30.3,39.4,60.6,86,218,50.6,719,83.4,83,500,49.4,703,
Ethier, Andre,444843,2017,66.2,25.5,24.1,35.7,64.3,5,14,43,58,74.5,13,51,57,77,
Feldman, Scott,444857,2017,80,23.1,60.7,41.2,47.1,14,34,46.3,56,67.3,12,52,53.7,65,
Escobar, Alcides,444876,2017,73.1,15,35.4,31.2,67.1,126,404,51.2,1140,83.5,119,795,48.8,1087,
Jay, Jon,445055,2017,71.3,12.8,32.2,36.4,62.1,99,272,50.1,845,86.8,77,600,49.9,842,
Prado, Martin,445988,2017,51.2,8.4,22.1,27.3,72.7,18,66,48,299,91.6,14,166,52,324,
Duda, Lucas,446263,2017,59.7,16.6,24.1,48.5,51.5,126,260,54.3,1080,83.4,90,542,45.7,908,
Wieters, Matt,446308,2017,72.2,17.3,26.6,29.7,69.9,70,236,50.7,888,82.5,108,623,49.3,863,
Longoria, Evan,446334,2017,68.6,14.5,32.1,33.3,66.7,136,409,51.8,1273,85.5,118,812,48.2,1183,
Cozart, Zack,446359,2017,60.5,10,21.7,31.4,68.1,72,229,50.8,1057,90,62,620,49.2,1024,
Barney, Darwin,446381,2017,65.6,11.6,32.8,30,68.5,61,203,47.6,618,86.6,52,447,52.4,681,
Guyer, Brandon,446386,2017,66.8,20.2,19.1,37.5,59.7,27,72,49.5,377,78.6,52,257,50.5,385,
Rodriguez, Sean,446481,2017,72,27,28.7,67.4,32.6,58,86,50.6,300,73,57,211,49.4,293,
Lobaton, Jose,446653,2017,70.8,19.1,24.5,43.2,56.8,32,74,48.2,302,80.4,44,230,51.8,325,
Hill, Rich,448179,2017,62.9,28.6,50.7,35.3,38.2,12,34,42.9,67,62.5,16,56,57.1,89,
Reynolds, Mark,448602,2017,67.1,26.1,22.7,58,42,163,281,51,1237,73.7,208,796,49,1187,
Ruggiano, Justin,448605,2017,77.9,31.6,29.2,58.1,41.9,18,31,46.5,106,68.4,30,95,53.5,122,
Davis, Chris,448801,2017,59.2,25.6,27.1,54.7,45.3,156,285,51,1052,74,153,597,49,1009,
Garcia, Jaime,448802,2017,68.9,21.6,47.9,14.7,82.4,5,34,49,71,74.5,11,51,51,74,
Guerra, Junior,448855,2017,75,8.3,62.5,33.3,66.7,5,15,42.9,24,83.3,2,24,57.1,32,
Aviles, Mike,449107,2017,66.3,9,26.8,26.7,71.1,12,45,47.7,168,89.3,11,122,52.3,184,
Orlando, Paulo,449181,2017,76.5,17.9,40.6,53.4,46.6,31,58,48.3,143,80.3,21,117,51.7,153,
Volquez, Edinson,450172,2017,56,17.9,47.9,69.6,21.7,16,23,49,48,75,5,28,51,50,
Weaver, Jered,450308,2017,42.1,25,44.4,25,0,1,4,32.1,9,62.5,2,8,67.9,19,
Zobrist, Ben,450314,2017,58.2,8.4,21.6,28.2,70.4,58,206,50.3,955,90.5,46,549,49.7,944,
Peterson, Shane,451089,2017,81.7,24.5,26.8,48.8,51.2,20,41,46.6,153,74.1,35,143,53.4,175,
Adduci, Jim,451192,2017,75.2,16.5,29.1,43.4,56.6,23,53,53.1,182,83.5,20,121,46.9,161,
Fowler, Dexter,451594,2017,68.3,15.5,20.4,41.9,57.6,88,210,52.9,1028,84.2,97,626,47.1,916,
Flowers, Tyler,452095,2017,72.8,20.9,24.6,38.9,61.1,70,180,51.3,733,79.1,106,507,48.7,696,
Headley, Chase,452104,2017,66.5,18.9,24,44.4,55.2,127,286,52,1190,80.8,138,731,48,1099,
Drew, Stephen,452220,2017,59.5,11.5,23.4,43.6,56.4,24,55,53.4,235,88.5,14,122,46.6,205,
Smith, Seth,452234,2017,57,13.4,24.7,38.1,61.9,72,189,49.8,765,86.6,59,439,50.2,770,
Lind, Adam,452252,2017,58.7,11.6,30.9,30.9,69.1,55,178,49.4,576,88.4,40,346,50.6,589,
Pence, Hunter,452254,2017,64.9,20.8,28.2,38.6,61.4,127,329,54.8,1166,79.2,130,625,45.2,963,
Span, Denard,452655,2017,64.6,7.3,23.4,24.4,74.8,57,234,49.5,1001,91.5,48,660,50.5,1022,
Lester, Jon,452657,2017,55.4,20.7,19.2,60,35,12,20,41.3,104,70.7,17,82,58.7,148,
Hanigan, Ryan,452672,2017,60.3,15.6,22.7,46.2,53.8,18,39,42.4,172,84.4,22,141,57.6,234,
Cabrera, Asdrubal,452678,2017,70.2,13.9,25.3,32.2,67.4,87,270,52,1067,85.7,96,690,48,983,
Ellsbury, Jacoby,453056,2017,65,10.9,19.6,42.5,56.8,62,146,48.2,746,88.1,57,521,51.8,801,
Tulowitzki, Troy,453064,2017,62.4,10.9,28.9,33.1,66.9,46,139,50.5,481,89.1,32,294,49.5,471,
Robinson, Shane,453203,2017,56.4,12.9,31.7,31.6,68.4,6,19,52.2,60,83.9,4,31,47.8,55,
Stubbs, Drew,453211,2017,58,17.2,28.2,54.5,45.5,6,11,43.8,39,72.4,5,29,56.2,50,
Scherzer, Max,453286,2017,68.6,21.3,28.7,38.7,58.1,12,31,44.1,108,72.3,20,94,55.9,137,
Richard, Clayton,453385,2017,59.1,22.7,49.1,45.3,49.1,24,53,46,108,66.7,17,75,54,127,
Arrieta, Jake,453562,2017,49.7,33.8,26.2,60.7,39.3,17,28,42.8,107,63.4,24,71,57.2,143,
Blackmon, Charlie,453568,2017,64,13,27.3,32.8,66.9,123,375,48.6,1375,86.8,121,932,51.4,1456,
Blanco, Gregor,453923,2017,61.5,15.3,17.1,43.8,53.9,39,89,48.5,520,83.8,52,340,51.5,553,
Frazier, Todd,453943,2017,60,22.1,22.3,35.3,64.7,101,286,52.1,1280,77.7,156,707,47.9,1179,
Ellis, A.J.,454560,2017,61.8,14.4,18.8,38.2,61.8,21,55,45.6,292,85.6,31,215,54.4,348,
Iannetta, Chris,455104,2017,68,20,20,50.4,49.6,68,135,49.3,675,80,94,471,50.7,693,
Maldonado, Martin,455117,2017,66.9,16.2,32.2,48.6,50.4,135,278,49.2,864,82.6,97,597,50.8,893,
Chirinos, Robinson,455139,2017,65.6,24.5,25.5,48.9,51.1,87,178,54.9,697,74.9,92,375,45.1,572,
Stewart, Chris,455755,2017,60.7,11.2,16.7,35,60,14,40,43.8,240,86.6,21,187,56.2,308,
Young, Chris,455759,2017,60.3,15.4,20.7,31.9,68.1,37,116,53,560,84.3,46,299,47,496,
Markakis, Nick,455976,2017,59.1,11.9,23.2,24.1,75.9,77,320,51.3,1377,88.1,92,774,48.7,1309,
Pedroia, Dustin,456030,2017,59.4,7.6,21.4,19.6,80.4,36,184,48.1,859,92.4,42,551,51.9,928,
Castillo, Welington,456078,2017,61.4,16.3,25.1,43.8,56.3,77,176,50.4,700,83.7,69,424,49.6,690,
Nunez, Eduardo,456488,2017,70.8,10.2,37.9,26.7,73.3,90,337,52.7,890,89,58,566,47.3,800,
Cueto, Johnny,456501,2017,66.7,10.7,48.3,46.4,42.9,13,28,40.8,58,78.6,6,56,59.2,84,
Pearce, Steve,456665,2017,71.8,15.9,23.7,36.6,63.4,59,161,51.2,678,84.1,74,464,48.8,646,
Bailey, Homer,456701,2017,65.3,19.1,44.9,45.5,54.5,10,22,40.5,49,74.5,9,47,59.5,72,
Cain, Lorenzo,456715,2017,71.8,11.8,26.3,41.9,58.1,137,327,49.4,1242,88.2,108,912,50.6,1271,
Saltalamacchia, Jarrod,457454,2017,54.9,28.6,35.1,65,35,13,20,52.8,57,71.4,8,28,47.2,51,
De Aza, Alejandro,457477,2017,64.2,12.6,25.4,65.5,31,19,29,43.5,114,85.3,12,95,56.5,148,
McCutchen, Andrew,457705,2017,68.4,17.7,20.4,33.7,66.3,87,258,49.7,1262,82.2,155,875,50.3,1279,
Jackson, Austin,457706,2017,62.6,15.5,21.3,41.3,58,59,143,49.3,672,84.5,67,433,50.7,692,
Upton, Justin,457708,2017,64.6,25.1,24.2,45.4,54.6,143,315,49.9,1302,74.9,212,845,50.1,1308,
Maybin, Cameron,457727,2017,59.4,14.5,18.2,48.6,51.4,86,177,53.1,971,84.5,74,510,46.9,858,
Turner, Justin,457759,2017,67.5,12.1,21.7,25.8,74.2,58,225,51.8,1037,87.9,79,652,48.2,966,
Posey III, Buster,457763,2017,66.1,12.1,23.4,26.5,73.5,65,245,50.9,1047,87.9,81,667,49.1,1009,
Espinosa, Danny,457787,2017,74.5,32.5,30.6,64,34.2,103,161,48.8,527,64.8,134,412,51.2,553,
Bruce, Jay,457803,2017,72.8,19.1,29.6,46.2,53.8,176,381,53.3,1285,80.9,157,821,46.7,1128,
Janish, Paul,457926,2017,74.2,13,25,38.5,61.5,5,13,45.6,52,84.8,6,46,54.4,62,
Votto, Joey,458015,2017,70.4,12.8,13.2,29.4,70.6,52,177,49.9,1344,87.2,122,952,50.1,1352,
Coghlan, Chris,458085,2017,74.5,12.5,26.9,35.2,64.8,19,54,55.5,201,85.8,15,120,44.5,161,
Rasmus, Colby,458675,2017,74.1,28.2,35.2,62.2,37.8,51,82,49.4,233,70.6,50,177,50.6,239,
Lynn, Lance,458681,2017,70,28.6,38.5,40.5,51.4,15,37,42.5,96,62.6,26,91,57.5,130,
Gardner, Brett,458731,2017,52.7,9.6,21.9,28,70.7,92,328,52.8,1499,89.3,68,707,47.2,1341,
Young Jr., Eric,458913,2017,74.3,26.3,23.4,45.5,52.3,20,44,45,188,72.5,45,171,55,230,
Saunders, Michael,459431,2017,71.3,14.8,27,44.9,54.3,62,138,52.8,511,84.9,48,325,47.2,456,
Joyce, Matt,459964,2017,66.7,20.6,18.8,38.9,61.1,84,216,51.2,1152,79.3,151,733,48.8,1099,
Hundley, Nick,460026,2017,73.5,17.5,30.2,53.4,46.6,87,163,47.7,539,82.3,76,435,52.3,592,
Pennington, Cliff,460060,2017,62.6,19.7,27.4,34.7,63.6,42,121,49.7,441,78.5,55,279,50.3,446,
Braun, Ryan,460075,2017,72.5,13.8,34.3,36.7,62.9,104,283,53.7,824,86.2,71,515,46.3,710,
Butera, Drew,460077,2017,64.3,14.7,25.1,36.8,63.2,32,87,48.3,346,85.3,35,238,51.7,370,
Gordon, Alex,460086,2017,69.7,17.1,25.2,39.6,60.1,110,278,50.3,1104,82.8,130,760,49.7,1091,
Gimenez, Chris,460269,2017,59.8,21.6,25.2,42.5,56.7,51,120,50.6,477,77.7,60,278,49.4,465,
Gomez, Carlos,460576,2017,77.7,21.9,38.8,42.9,55.6,146,340,55,877,77.4,122,557,45,717,
Moss, Brandon,461235,2017,71.6,27.6,27.7,53.7,45.9,130,242,53,873,72.4,153,554,47,774,
Kemp, Matt,461314,2017,79.6,23.5,35.1,40.8,59.2,133,326,56,929,76.5,137,582,44,731,
Gonzalez, Gio,461829,2017,66.1,38.1,46.6,52.7,38.2,29,55,48.2,118,56,32,84,51.8,127,
Plouffe, Trevor,461858,2017,64.4,18.2,26.4,39.4,59.4,67,170,51.4,643,81.8,71,391,48.6,607,
Romine, Andrew,461865,2017,73.6,16.3,32.5,40.9,57.1,83,203,48.7,625,83.7,79,485,51.3,659,
Andrus, Elvis,462101,2017,63.1,12.8,31.8,32.4,66.8,131,404,50,1270,86.9,102,800,50,1268,
Cervelli, Francisco,465041,2017,62.5,17.8,19.1,44.2,55.8,50,113,48.9,593,81.9,69,387,51.1,619,
Florimon, Pedro,465753,2017,71.6,17.9,27.6,37.9,58.6,11,29,49.1,105,78.2,14,78,50.9,109,
Cabrera, Melky,466320,2017,63.5,6.6,31.1,25.3,74.4,100,395,53.2,1269,93.2,47,710,46.8,1118,
Bonifacio, Emilio,466988,2017,70.3,17.3,30.1,13.6,86.4,3,22,49.7,73,78.8,9,52,50.3,74,
Sandoval, Pablo,467055,2017,79.8,19.2,41.4,30.1,69.9,77,256,56.8,619,80.8,72,375,43.2,470,
Ramos, Wilson,467092,2017,73.3,13.8,37.1,37,63,47,127,48.2,342,85.9,37,269,51.8,367,
Nova, Ivan,467100,2017,71,25,54.4,53.1,38.8,26,49,45.7,90,64.5,19,76,54.3,107,
Santana, Carlos,467793,2017,61,15.3,19.7,31.4,68.6,83,264,50.8,1340,84.7,121,792,49.2,1298,
Parra, Gerardo,467827,2017,69.1,11.6,35.2,33.8,64.3,90,266,50.2,756,86.9,60,518,49.8,750,
Chacin, Jhoulys,468504,2017,72.9,21.8,42.7,57.1,42.9,20,35,43.4,82,78.2,17,78,56.6,107,
Montero, Miguel,471083,2017,65.7,14.7,25.7,44.2,55.8,46,104,47.6,405,85.3,43,293,52.4,446,
Gonzalez, Carlos,471865,2017,71.5,22.3,32.2,50.6,48.5,167,330,54.1,1026,77.5,139,623,45.9,871,
Valbuena, Luis,472528,2017,66.3,22.7,23.5,44.2,55.8,91,206,51.5,876,76.8,124,547,48.5,825,
Mercer, Jordy,474568,2017,61.2,9,23.8,31.6,68.1,83,263,52,1103,90.9,56,623,48,1018,
Worley, Vance,474699,2017,66.7,18.8,50,46.2,38.5,6,13,35.1,26,75,6,32,64.9,48,
Belt, Brandon,474832,2017,77.7,19.1,20.2,42,56.1,86,205,55.1,1015,79.8,123,643,44.9,828,
Carter, Chris,474892,2017,71.6,32.5,26.9,59.4,40.6,76,128,53.6,476,67.5,96,295,46.4,412,
Van Slyke, Scott,475100,2017,61.6,21.3,14.9,33.3,66.7,5,15,50.5,101,77,13,61,49.5,99,
Alonso, Yonder,475174,2017,72.5,19.6,25.8,41.4,58.3,120,290,54.5,1122,80.1,133,679,45.5,936,
Wood, Travis,475243,2017,68.4,26.9,32.1,66.7,33.3,6,9,42.4,28,69.2,7,26,57.6,38,
Flaherty, Ryan,475247,2017,66.7,18.5,21.2,50,50,9,18,51.2,85,81.5,10,54,48.8,81,
Smoak, Justin,475253,2017,65.4,15.6,23.9,40,60,132,330,54.5,1379,84.4,118,754,45.5,1153,
Zimmerman, Ryan,475582,2017,61.7,16.6,29.2,38.6,61.4,134,347,53.9,1187,83.4,104,626,46.1,1014,
Hellickson, Jeremy,476451,2017,56.5,14.6,25.9,22.7,77.3,5,22,50,85,83.3,7,48,50,85,
Lowrie, Jed,476704,2017,74.6,13.8,22.1,34.7,64.9,99,285,50.3,1287,86,131,948,49.7,1271,
Alvarez, Pedro,476883,2017,71.2,31,37.7,53.8,46.2,14,26,53.9,69,69,13,42,46.1,59,
Kershaw, Clayton,477132,2017,63.6,14.3,31,32.3,54.8,10,31,43.1,100,81,12,84,56.9,132,
Carrera, Ezequiel,485567,2017,58.7,15.3,22.4,39.5,57.2,60,152,52.1,679,81.4,56,366,47.9,624,
Avila, Alex,488671,2017,59,30.2,11.9,71.8,28.2,61,85,47.4,713,69.8,141,467,52.6,792,
Bourjos, Peter,488721,2017,70.7,22.8,30,40.8,57.7,53,130,53.4,434,75.4,61,268,46.6,379,
Brantley Jr., Michael,488726,2017,66,7.5,21.4,30.3,69.7,44,145,48.9,677,92.3,35,467,51.1,708,
Castro, Jason,488771,2017,66.2,27.1,19.2,45.1,52.8,65,144,45.6,749,72.9,160,591,54.4,893,
d'Arnaud, Chase,488818,2017,68.2,20,35.2,44.7,55.3,17,38,49.5,108,78.7,15,75,50.5,110,
Escobar, Yunel,488862,2017,71.4,12.2,23.8,41.1,58.9,67,163,51.2,684,87.8,57,466,48.8,653,
Gosewisch, Tuffy,488912,2017,66.2,29.8,36.4,43.8,50,7,16,38.3,44,70.2,14,47,61.7,71,
Moore, Tyler,489138,2017,70.9,23.2,33.3,41.4,57.9,55,133,52.7,399,76.8,59,254,47.3,358,
Morrison, Logan,489149,2017,69.2,20.6,25.4,47.4,52.6,147,310,52.9,1221,79.4,155,752,47.1,1087,
Rosales, Adam,489267,2017,69.9,28,26.9,55.4,42.8,92,166,50.9,616,72,116,415,49.1,594,
Garza, Matt,490063,2017,53.7,20.5,25,53.3,40,8,15,42.3,60,70.5,9,44,57.7,82,
Hernandez, Gorkys,491676,2017,70.1,15.7,26.3,48.9,45.2,92,188,50.8,715,82.1,76,485,49.2,692,
Sucre, Jesus,491696,2017,64,15.3,32.1,43.4,56.6,49,113,50.4,352,83.8,34,222,49.6,347,
Graterol, Juan,492802,2017,68.2,13.3,49.3,35.2,64.8,25,71,52.2,144,86.7,12,90,47.8,132,
Martinez, Michael,492841,2017,66.2,21.3,27.2,50,45.5,11,22,53.3,81,78.7,10,47,46.7,71,
Aoki, Norichika,493114,2017,66.4,8.6,25,30.7,69.3,54,176,48.9,704,90.8,42,489,51.1,736,
Cespedes, Yoenis,493316,2017,65.9,12.4,32.8,37.7,62.3,83,220,51.3,671,87.6,52,419,48.7,636,
Gurriel, Yuli,493329,2017,69.1,10.6,30.5,31.3,68.4,99,316,53.7,1036,89.3,65,616,46.3,892,
Beckham, Gordon,493596,2017,71.4,20,38.2,38.5,61.5,5,13,54.8,34,80,4,20,45.2,28,
Solarte, Yangervis,500208,2017,71.9,9.1,33.4,28.4,71.6,88,310,53.4,929,90.8,53,584,46.6,812,
Rojas, Miguel,500743,2017,65.8,6.4,32.9,27.3,71.1,51,187,50.8,569,92.5,23,362,49.2,550,
Quintana, Jose,500779,2017,57.3,32.6,30.4,58.8,23.5,10,17,42.7,56,58.1,14,43,57.3,75,
Escobar, Eduardo,500871,2017,71,14.2,34.7,38.7,61,137,354,51,1021,85.5,99,697,49,981,
Martinez, Jose,500874,2017,60.7,13.9,24.3,36.5,63.5,57,156,52.5,642,85.8,49,352,47.5,580,
Adrianza, Ehire,501303,2017,66.9,9,22,14.8,84,12,81,51.3,368,86.8,21,234,48.7,350,
Lagares, Juan,501571,2017,64.3,16,31.4,32.7,66.7,55,168,51.9,535,80.9,51,319,48.1,496,
